,Pclass,Age,SibSp,Parch,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
593,3,0.37351422084130015,0,2,1,0,0,1,0
594,2,0.4625,1,0,0,1,0,0,1
595,3,0.45,1,1,0,1,0,0,1
596,2,0.37351422084130015,0,0,1,0,0,0,1
597,3,0.6125,0,0,0,1,0,0,1
598,3,0.37351422084130015,0,0,0,1,1,0,0
599,1,0.6125,1,0,0,1,1,0,0
600,2,0.3,2,1,1,0,0,0,1
601,3,0.37351422084130015,0,0,0,1,0,0,1
602,1,0.37351422084130015,0,0,0,1,0,0,1
603,3,0.55,0,0,0,1,0,0,1
604,1,0.4375,0,0,0,1,1,0,0
605,3,0.45,1,0,0,1,0,0,1
606,3,0.375,0,0,0,1,0,0,1
607,1,0.3375,0,0,0,1,0,0,1
608,2,0.275,1,2,1,0,1,0,0
609,1,0.5,0,0,1,0,0,0,1
610,3,0.4875,1,5,1,0,0,0,1
611,3,0.37351422084130015,0,0,0,1,0,0,1
612,3,0.37351422084130015,1,0,1,0,0,1,0
613,3,0.37351422084130015,0,0,0,1,0,1,0
614,3,0.4375,0,0,0,1,0,0,1
615,2,0.3,1,2,1,0,0,0,1
616,3,0.425,1,1,0,1,0,0,1
617,3,0.325,1,0,1,0,0,0,1
618,2,0.05,2,1,1,0,0,0,1
619,2,0.325,0,0,0,1,0,0,1
620,3,0.3375,1,0,0,1,1,0,0
621,1,0.525,1,0,0,1,0,0,1
622,3,0.25,1,1,0,1,1,0,0
623,3,0.2625,0,0,0,1,0,0,1
624,3,0.2625,0,0,0,1,0,0,1
625,1,0.7625,0,0,0,1,0,0,1
626,2,0.7125,0,0,0,1,0,1,0
627,1,0.2625,0,0,1,0,0,0,1
628,3,0.325,0,0,0,1,0,0,1
629,3,0.37351422084130015,0,0,0,1,0,1,0
630,1,1.0,0,0,0,1,0,0,1
631,3,0.6375,0,0,0,1,0,0,1
632,1,0.4,0,0,0,1,1,0,0
633,1,0.37351422084130015,0,0,0,1,0,0,1
634,3,0.1125,3,2,1,0,0,0,1
635,2,0.35,0,0,1,0,0,0,1
636,3,0.4,0,0,0,1,0,0,1
637,2,0.3875,1,1,0,1,0,0,1
638,3,0.5125,0,5,1,0,0,0,1
639,3,0.37351422084130015,1,0,0,1,0,0,1
640,3,0.25,0,0,0,1,0,0,1
641,1,0.3,0,0,1,0,1,0,0
642,3,0.025,3,2,1,0,0,0,1
643,3,0.37351422084130015,0,0,0,1,0,0,1
644,3,0.009375,2,1,1,0,1,0,0
645,1,0.6,1,0,0,1,1,0,0
646,3,0.2375,0,0,0,1,0,0,1
647,1,0.7,0,0,0,1,1,0,0
648,3,0.37351422084130015,0,0,0,1,0,0,1
649,3,0.2875,0,0,1,0,0,0,1
650,3,0.37351422084130015,0,0,0,1,0,0,1
651,2,0.225,0,1,1,0,0,0,1
652,3,0.2625,0,0,0,1,0,0,1
653,3,0.37351422084130015,0,0,1,0,0,1,0
654,3,0.225,0,0,1,0,0,1,0
655,2,0.3,2,0,0,1,0,0,1
656,3,0.37351422084130015,0,0,0,1,0,0,1
657,3,0.4,1,1,1,0,0,1,0
658,2,0.2875,0,0,0,1,0,0,1
659,1,0.725,0,2,0,1,1,0,0
660,1,0.625,2,0,0,1,0,0,1
661,3,0.5,0,0,0,1,1,0,0
662,1,0.5875,0,0,0,1,0,0,1
663,3,0.45,0,0,0,1,0,0,1
664,3,0.25,1,0,0,1,0,0,1
665,2,0.4,2,0,0,1,0,0,1
666,2,0.3125,0,0,0,1,0,0,1
667,3,0.37351422084130015,0,0,0,1,0,0,1
668,3,0.5375,0,0,0,1,0,0,1
669,1,0.37351422084130015,1,0,1,0,0,0,1
670,2,0.5,1,1,1,0,0,0,1
671,1,0.3875,1,0,0,1,0,0,1
672,2,0.875,0,0,0,1,0,0,1
673,2,0.3875,0,0,0,1,0,0,1
674,2,0.37351422084130015,0,0,0,1,0,0,1
675,3,0.225,0,0,0,1,0,0,1
676,3,0.30625,0,0,0,1,0,0,1
677,3,0.225,0,0,1,0,0,0,1
678,3,0.5375,1,6,1,0,0,0,1
679,1,0.45,0,1,0,1,1,0,0
680,3,0.37351422084130015,0,0,1,0,0,1,0
681,1,0.3375,0,0,0,1,1,0,0
682,3,0.25,0,0,0,1,0,0,1
683,3,0.175,5,2,0,1,0,0,1
684,2,0.75,1,1,0,1,0,0,1
685,2,0.3125,1,2,0,1,1,0,0
686,3,0.175,4,1,0,1,0,0,1
687,3,0.2375,0,0,0,1,0,0,1
688,3,0.225,0,0,0,1,0,0,1
689,1,0.1875,0,1,1,0,0,0,1
690,1,0.3875,1,0,0,1,0,0,1
691,3,0.05,0,1,1,0,1,0,0
692,3,0.37351422084130015,0,0,0,1,0,0,1
693,3,0.3125,0,0,0,1,1,0,0
694,1,0.75,0,0,0,1,0,0,1
695,2,0.65,0,0,0,1,0,0,1
696,3,0.55,0,0,0,1,0,0,1
697,3,0.37351422084130015,0,0,1,0,0,1,0
698,1,0.6125,1,1,0,1,1,0,0
699,3,0.525,0,0,0,1,0,0,1
700,1,0.225,1,0,1,0,1,0,0
701,1,0.4375,0,0,0,1,0,0,1
702,3,0.225,0,1,1,0,1,0,0
703,3,0.3125,0,0,0,1,0,1,0
704,3,0.325,1,0,0,1,0,0,1
705,2,0.4875,0,0,0,1,0,0,1
706,2,0.5625,0,0,1,0,0,0,1
707,1,0.525,0,0,0,1,0,0,1
708,1,0.275,0,0,1,0,0,0,1
709,3,0.37351422084130015,1,1,0,1,1,0,0
710,1,0.3,0,0,1,0,1,0,0
711,1,0.37351422084130015,0,0,0,1,0,0,1
712,1,0.6,1,0,0,1,0,0,1
713,3,0.3625,0,0,0,1,0,0,1
714,2,0.65,0,0,0,1,0,0,1
715,3,0.2375,0,0,0,1,0,0,1
716,1,0.475,0,0,1,0,1,0,0
717,2,0.3375,0,0,1,0,0,0,1
718,3,0.37351422084130015,0,0,0,1,0,1,0
719,3,0.4125,0,0,0,1,0,0,1
720,2,0.075,0,1,1,0,0,0,1
721,3,0.2125,1,0,0,1,0,0,1
722,2,0.425,0,0,0,1,0,0,1
723,2,0.625,0,0,0,1,0,0,1
724,1,0.3375,1,0,0,1,0,0,1
725,3,0.25,0,0,0,1,0,0,1
726,2,0.375,3,0,1,0,0,0,1
727,3,0.37351422084130015,0,0,1,0,0,1,0
728,2,0.3125,1,0,0,1,0,0,1
729,3,0.3125,1,0,1,0,0,0,1
730,1,0.3625,0,0,1,0,0,0,1
731,3,0.1375,0,0,0,1,1,0,0
732,2,0.37351422084130015,0,0,0,1,0,0,1
733,2,0.2875,0,0,0,1,0,0,1
734,2,0.2875,0,0,0,1,0,0,1
735,3,0.35625,0,0,0,1,0,0,1
736,3,0.6,1,3,1,0,0,0,1
737,1,0.4375,0,0,0,1,1,0,0
738,3,0.37351422084130015,0,0,0,1,0,0,1
739,3,0.37351422084130015,0,0,0,1,0,0,1
740,1,0.37351422084130015,0,0,0,1,0,0,1
741,1,0.45,1,0,0,1,0,0,1
742,1,0.2625,2,2,1,0,1,0,0
743,3,0.3,1,0,0,1,0,0,1
744,3,0.3875,0,0,0,1,0,0,1
745,1,0.875,1,1,0,1,0,0,1
746,3,0.2,1,1,0,1,0,0,1
747,2,0.375,0,0,1,0,0,0,1
748,1,0.2375,1,0,0,1,0,0,1
749,3,0.3875,0,0,0,1,0,1,0
750,2,0.05,1,1,1,0,0,0,1
751,3,0.075,0,1,0,1,0,0,1
752,3,0.4125,0,0,0,1,0,0,1
753,3,0.2875,0,0,0,1,0,0,1
754,2,0.6,1,2,1,0,0,0,1
755,2,0.008375,1,1,0,1,0,0,1
756,3,0.35,0,0,0,1,0,0,1
757,2,0.225,0,0,0,1,0,0,1
758,3,0.425,0,0,0,1,0,0,1
759,1,0.4125,0,0,1,0,0,0,1
760,3,0.37351422084130015,0,0,0,1,0,0,1
761,3,0.5125,0,0,0,1,0,0,1
762,3,0.25,0,0,0,1,1,0,0
763,1,0.45,1,2,1,0,0,0,1
764,3,0.2,0,0,0,1,0,0,1
765,1,0.6375,1,0,1,0,0,0,1
766,1,0.37351422084130015,0,0,0,1,1,0,0
767,3,0.38125,0,0,1,0,0,1,0
768,3,0.37351422084130015,1,0,0,1,0,1,0
769,3,0.4,0,0,0,1,0,0,1
770,3,0.3,0,0,0,1,0,0,1
771,3,0.6,0,0,0,1,0,0,1
772,2,0.7125,0,0,1,0,0,0,1
773,3,0.37351422084130015,0,0,0,1,1,0,0
774,2,0.675,1,3,1,0,0,0,1
775,3,0.225,0,0,0,1,0,0,1
776,3,0.37351422084130015,0,0,0,1,0,1,0
777,3,0.0625,0,0,1,0,0,0,1
778,3,0.37351422084130015,0,0,0,1,0,1,0
779,1,0.5375,0,1,1,0,0,0,1
780,3,0.1625,0,0,1,0,1,0,0
781,1,0.2125,1,0,1,0,0,0,1
782,1,0.3625,0,0,0,1,0,0,1
783,3,0.37351422084130015,1,2,0,1,0,0,1
784,3,0.3125,0,0,0,1,0,0,1
785,3,0.3125,0,0,0,1,0,0,1
786,3,0.225,0,0,1,0,0,0,1
787,3,0.1,4,1,0,1,0,1,0
788,3,0.0125,1,2,0,1,0,0,1
789,1,0.575,0,0,0,1,1,0,0
790,3,0.37351422084130015,0,0,0,1,0,1,0
791,2,0.2,0,0,0,1,0,0,1
792,3,0.37351422084130015,8,2,1,0,0,0,1
793,1,0.37351422084130015,0,0,0,1,1,0,0
794,3,0.3125,0,0,0,1,0,0,1
795,2,0.4875,0,0,0,1,0,0,1
796,1,0.6125,0,0,1,0,0,0,1
797,3,0.3875,0,0,1,0,0,0,1
798,3,0.375,0,0,0,1,1,0,0
799,3,0.375,1,1,1,0,0,0,1
800,2,0.425,0,0,0,1,0,0,1
801,2,0.3875,1,1,1,0,0,0,1
802,1,0.1375,1,2,0,1,0,0,1
803,3,0.0052499999999999995,0,1,0,1,1,0,0
804,3,0.3375,0,0,0,1,0,0,1
805,3,0.3875,0,0,0,1,0,0,1
806,1,0.4875,0,0,0,1,0,0,1
807,3,0.225,0,0,1,0,0,0,1
808,2,0.4875,0,0,0,1,0,0,1
809,1,0.4125,1,0,1,0,0,0,1
810,3,0.325,0,0,0,1,0,0,1
811,3,0.4875,0,0,0,1,0,0,1
812,2,0.4375,0,0,0,1,0,0,1
813,3,0.075,4,2,1,0,0,0,1
814,3,0.38125,0,0,0,1,0,0,1
815,1,0.37351422084130015,0,0,0,1,0,0,1
816,3,0.2875,0,0,1,0,0,0,1
817,2,0.3875,1,1,0,1,1,0,0
818,3,0.5375,0,0,0,1,0,0,1
819,3,0.125,3,2,0,1,0,0,1
820,1,0.65,1,1,1,0,0,0,1
821,3,0.3375,0,0,0,1,0,0,1
822,1,0.475,0,0,0,1,0,0,1
823,3,0.3375,0,1,1,0,0,0,1
824,3,0.025,4,1,0,1,0,0,1
825,3,0.37351422084130015,0,0,0,1,0,1,0
826,3,0.37351422084130015,0,0,0,1,0,0,1
827,2,0.0125,0,2,0,1,1,0,0
828,3,0.37351422084130015,0,0,0,1,0,1,0
829,1,0.775,0,0,1,0,0,0,1
830,3,0.1875,1,0,1,0,1,0,0
831,2,0.010374999999999999,1,1,0,1,0,0,1
832,3,0.37351422084130015,0,0,0,1,1,0,0
833,3,0.2875,0,0,0,1,0,0,1
834,3,0.225,0,0,0,1,0,0,1
835,1,0.4875,1,1,1,0,1,0,0
836,3,0.2625,0,0,0,1,0,0,1
837,3,0.37351422084130015,0,0,0,1,0,0,1
838,3,0.4,0,0,0,1,0,0,1
839,1,0.37351422084130015,0,0,0,1,1,0,0
840,3,0.25,0,0,0,1,0,0,1
841,2,0.2,0,0,0,1,0,0,1
842,1,0.375,0,0,1,0,1,0,0
843,3,0.43125,0,0,0,1,1,0,0
844,3,0.2125,0,0,0,1,0,0,1
845,3,0.525,0,0,0,1,0,0,1
846,3,0.37351422084130015,8,2,0,1,0,0,1
847,3,0.4375,0,0,0,1,1,0,0
848,2,0.35,0,1,0,1,0,0,1
849,1,0.37351422084130015,1,0,1,0,1,0,0
850,3,0.05,4,2,0,1,0,0,1
851,3,0.925,0,0,0,1,0,0,1
852,3,0.1125,1,1,1,0,1,0,0
853,1,0.2,0,1,1,0,0,0,1
854,2,0.55,1,0,1,0,0,0,1
855,3,0.225,0,1,1,0,0,0,1
856,1,0.5625,1,1,1,0,0,0,1
857,1,0.6375,0,0,0,1,0,0,1
858,3,0.3,0,3,1,0,1,0,0
859,3,0.37351422084130015,0,0,0,1,1,0,0
860,3,0.5125,2,0,0,1,0,0,1
861,2,0.2625,1,0,0,1,0,0,1
862,1,0.6,0,0,1,0,0,0,1
863,3,0.37351422084130015,8,2,1,0,0,0,1
864,2,0.3,0,0,0,1,0,0,1
865,2,0.525,0,0,1,0,0,0,1
866,2,0.3375,1,0,1,0,1,0,0
867,1,0.3875,0,0,0,1,0,0,1
868,3,0.37351422084130015,0,0,0,1,0,0,1
869,3,0.05,1,1,0,1,0,0,1
870,3,0.325,0,0,0,1,0,0,1
871,1,0.5875,1,1,1,0,0,0,1
872,1,0.4125,0,0,0,1,0,0,1
873,3,0.5875,0,0,0,1,0,0,1
874,2,0.35,1,0,1,0,1,0,0
875,3,0.1875,0,0,1,0,1,0,0
876,3,0.25,0,0,0,1,0,0,1
877,3,0.2375,0,0,0,1,0,0,1
878,3,0.37351422084130015,0,0,0,1,0,0,1
879,1,0.7,0,1,1,0,1,0,0
880,2,0.3125,0,1,1,0,0,0,1
881,3,0.4125,0,0,0,1,0,0,1
882,3,0.275,0,0,1,0,0,0,1
883,2,0.35,0,0,0,1,0,0,1
884,3,0.3125,0,0,0,1,0,0,1
885,3,0.4875,0,5,1,0,0,1,0
886,2,0.3375,0,0,0,1,0,0,1
887,1,0.2375,0,0,1,0,0,0,1
888,3,0.37351422084130015,1,2,1,0,0,0,1
889,1,0.325,0,0,0,1,1,0,0
890,3,0.4,0,0,0,1,0,1,0
891,3,0.43125,0,0,0,1,0,1,0
892,3,0.5875,1,0,1,0,0,0,1
893,2,0.775,0,0,0,1,0,1,0
894,3,0.3375,0,0,0,1,0,0,1
895,3,0.275,1,1,1,0,0,0,1
896,3,0.175,0,0,0,1,0,0,1
897,3,0.375,0,0,1,0,0,1,0
898,2,0.325,1,1,0,1,0,0,1
899,3,0.225,0,0,1,0,1,0,0
900,3,0.2625,2,0,0,1,0,0,1
901,3,0.37351422084130015,0,0,0,1,0,0,1
902,1,0.575,0,0,0,1,0,0,1
903,1,0.2875,1,0,1,0,0,0,1
904,2,0.7875,1,0,0,1,0,0,1
905,1,0.5875,1,0,1,0,0,0,1
906,2,0.3,1,0,1,0,1,0,0
907,2,0.4375,0,0,0,1,0,1,0
908,3,0.2625,0,0,0,1,1,0,0
909,3,0.3375,1,0,1,0,0,0,1
910,3,0.5625,0,0,1,0,1,0,0
911,1,0.6875,1,0,0,1,1,0,0
912,3,0.1125,0,1,0,1,0,0,1
913,1,0.37351422084130015,0,0,1,0,0,0,1
914,1,0.2625,0,1,0,1,1,0,0
915,1,0.6,1,3,1,0,1,0,0
916,3,0.625,1,0,0,1,0,0,1
917,1,0.275,0,1,1,0,1,0,0
918,3,0.28125,0,0,0,1,1,0,0
919,1,0.5125,0,0,0,1,0,0,1
920,3,0.37351422084130015,2,0,0,1,1,0,0
921,2,0.625,1,0,0,1,0,0,1
922,2,0.3,2,0,0,1,0,0,1
923,3,0.4125,1,2,1,0,0,0,1
924,3,0.37351422084130015,1,2,1,0,0,0,1
925,1,0.375,1,0,0,1,1,0,0
926,3,0.23125,0,0,0,1,1,0,0
927,3,0.37351422084130015,0,0,1,0,0,0,1
928,3,0.2625,0,0,1,0,0,0,1
929,3,0.3125,0,0,0,1,0,0,1
930,3,0.37351422084130015,0,0,0,1,0,0,1
931,3,0.4875,0,1,0,1,1,0,0
932,1,0.37351422084130015,0,0,0,1,0,0,1
933,3,0.5125,0,0,0,1,0,0,1
934,2,0.375,0,0,1,0,0,0,1
935,1,0.5625,1,0,1,0,0,0,1
936,3,0.3125,0,0,0,1,0,0,1
937,1,0.5625,0,0,0,1,1,0,0
938,3,0.37351422084130015,0,0,0,1,0,1,0
939,1,0.75,0,0,1,0,1,0,0
940,3,0.45,0,2,1,0,0,0,1
941,1,0.3,1,0,0,1,0,0,1
942,2,0.3375,0,0,0,1,1,0,0
943,2,0.25,2,1,1,0,0,0,1
944,1,0.35,3,2,1,0,0,0,1
945,2,0.37351422084130015,0,0,0,1,1,0,0
946,3,0.125,4,1,0,1,0,1,0
947,3,0.4375,0,0,0,1,0,0,1
948,3,0.3125,0,0,0,1,0,0,1
949,3,0.37351422084130015,1,0,0,1,0,0,1
950,1,0.45,0,0,1,0,1,0,0
951,3,0.2125,0,0,0,1,0,0,1
952,2,0.4,0,0,0,1,0,0,1
953,3,0.225,0,0,0,1,0,0,1
954,3,0.275,0,0,1,0,0,1,0
955,1,0.1625,2,2,0,1,1,0,0
956,2,0.37351422084130015,0,0,1,0,0,0,1
957,3,0.225,0,0,1,0,0,1,0
958,1,0.5875,0,0,0,1,0,0,1
959,1,0.3875,0,0,0,1,1,0,0
960,1,0.75,1,4,1,0,0,0,1
961,3,0.3,0,0,1,0,0,1,0
962,3,0.2625,0,0,0,1,0,0,1
963,3,0.3625,0,0,1,0,0,0,1
964,1,0.35625,0,0,0,1,1,0,0
965,1,0.4375,0,0,1,0,1,0,0
966,1,0.40625,0,0,0,1,1,0,0
967,3,0.37351422084130015,0,0,0,1,0,0,1
968,1,0.6875,2,0,1,0,0,0,1
969,2,0.375,0,0,0,1,0,0,1
970,3,0.3,0,0,1,0,0,1,0
971,3,0.075,1,1,0,1,1,0,0
972,1,0.8375,1,0,0,1,0,0,1
973,1,0.6125,0,0,0,1,0,0,1
974,3,0.37351422084130015,0,0,0,1,0,0,1
975,2,0.37351422084130015,0,0,0,1,0,1,0
976,3,0.37351422084130015,1,0,0,1,1,0,0
977,3,0.3375,0,0,1,0,0,1,0
978,3,0.225,0,0,1,0,0,0,1
979,3,0.37351422084130015,0,0,1,0,0,1,0
980,2,0.025,1,1,0,1,0,0,1
981,3,0.275,1,0,1,0,0,0,1
982,3,0.37351422084130015,0,0,0,1,0,0,1
983,1,0.3375,1,2,1,0,0,0,1
984,3,0.37351422084130015,0,0,0,1,0,0,1
985,1,0.3125,0,0,0,1,1,0,0
986,3,0.3125,0,0,0,1,0,0,1
987,1,0.95,1,0,1,0,0,0,1
988,3,0.3625,0,0,0,1,0,0,1
989,3,0.25,0,0,1,0,0,0,1
990,3,0.4125,0,0,0,1,0,0,1
991,1,0.5375,1,0,1,0,1,0,0
992,2,0.3375,1,0,0,1,0,0,1
993,3,0.37351422084130015,0,0,0,1,0,1,0
994,3,0.325,0,0,0,1,0,0,1
995,3,0.2,1,1,1,0,1,0,0
996,3,0.35,0,0,0,1,0,0,1
997,3,0.2625,0,0,0,1,0,1,0
998,3,0.37351422084130015,0,0,0,1,0,1,0
999,3,0.37351422084130015,0,0,0,1,0,0,1
1000,2,0.23125,0,0,0,1,0,0,1
1001,2,0.5125,0,0,0,1,1,0,0
1002,3,0.37351422084130015,0,0,1,0,0,1,0
1003,1,0.45,0,0,1,0,1,0,0
1004,3,0.23125,0,0,1,0,0,1,0
1005,1,0.7875,1,0,1,0,0,0,1
1006,3,0.225,1,0,0,1,1,0,0
1007,3,0.37351422084130015,0,0,0,1,1,0,0
1008,3,0.0125,1,1,1,0,0,0,1
1009,1,0.45,0,0,0,1,1,0,0
1010,2,0.3625,1,0,1,0,0,0,1
1011,2,0.15,0,0,1,0,0,0,1
1012,3,0.37351422084130015,1,0,0,1,0,1,0
1013,1,0.4375,1,0,1,0,1,0,0
1014,3,0.35,0,0,0,1,0,0,1
1015,3,0.37351422084130015,0,0,0,1,0,1,0
1016,3,0.2125,0,1,1,0,0,0,1
1017,3,0.275,0,0,0,1,0,0,1
1018,3,0.37351422084130015,2,0,1,0,0,1,0
1019,2,0.525,0,0,0,1,0,0,1
1020,3,0.3,0,0,0,1,0,0,1
1021,3,0.4,0,0,0,1,0,0,1
1022,1,0.6625,0,0,0,1,1,0,0
1023,3,0.37351422084130015,0,4,1,0,0,0,1
1024,3,0.37351422084130015,1,0,0,1,1,0,0
1025,3,0.5375,0,0,0,1,0,0,1
1026,3,0.3,0,0,0,1,0,0,1
1027,3,0.33125,0,0,0,1,1,0,0
1028,2,0.325,0,0,0,1,0,0,1
1029,3,0.2875,0,0,1,0,0,0,1
1030,3,0.5,1,6,0,1,0,0,1
1031,3,0.125,5,2,1,0,0,0,1
1032,1,0.4125,0,0,1,0,0,0,1
1033,1,0.7625,1,3,0,1,1,0,0
1034,2,0.35,0,0,0,1,0,0,1
1035,1,0.525,0,0,0,1,0,0,1
1036,3,0.3875,3,0,0,1,0,0,1
1037,1,0.37351422084130015,0,0,0,1,0,0,1
1038,3,0.275,0,0,0,1,0,0,1
1039,1,0.37351422084130015,0,0,0,1,0,0,1
1040,2,0.375,1,1,0,1,0,0,1
1041,1,0.2875,0,1,1,0,1,0,0
1042,3,0.37351422084130015,0,0,0,1,1,0,0
1043,3,0.75625,0,0,0,1,0,0,1
1044,3,0.45,0,2,1,0,0,0,1
1045,3,0.1625,4,2,0,1,0,0,1
1046,3,0.3,0,0,0,1,0,0,1
1047,1,0.3625,0,0,1,0,0,0,1
1048,3,0.2875,0,0,1,0,0,0,1
1049,1,0.525,0,0,0,1,0,0,1
1050,3,0.325,0,2,1,0,0,0,1
1051,3,0.37351422084130015,0,0,1,0,0,1,0
1052,3,0.0875,1,1,0,1,1,0,0
1053,2,0.325,0,0,1,0,0,0,1
1054,3,0.37351422084130015,0,0,0,1,0,0,1
1055,2,0.5125,0,0,0,1,0,0,1
1056,3,0.325,1,1,1,0,0,0,1
1057,1,0.6,0,0,0,1,1,0,0
1058,3,0.225,2,2,0,1,0,0,1
1059,1,0.37351422084130015,0,0,1,0,1,0,0
1060,3,0.275,0,0,1,0,0,0,1
1061,3,0.37351422084130015,0,0,0,1,0,0,1
1062,3,0.3375,0,0,0,1,1,0,0
1063,3,0.2875,1,0,0,1,0,0,1
1064,3,0.37351422084130015,0,0,0,1,1,0,0
1065,3,0.5,1,5,0,1,0,0,1
1066,2,0.1875,0,2,1,0,0,0,1
1067,2,0.25,0,0,1,0,0,0,1
1068,1,0.675,1,0,0,1,1,0,0
1069,2,0.45,0,3,1,0,0,0,1
1070,1,0.8,0,2,1,0,1,0,0
1071,2,0.375,0,0,0,1,0,0,1
1072,1,0.4625,1,1,0,1,1,0,0
1073,1,0.225,1,0,1,0,0,0,1
1074,3,0.37351422084130015,0,0,0,1,0,1,0
1075,1,0.3375,1,1,1,0,1,0,0
1076,2,0.5,0,0,0,1,0,0,1
1077,2,0.2625,0,1,1,0,0,0,1
1078,3,0.2125,2,0,0,1,0,0,1
1079,3,0.37351422084130015,8,2,1,0,0,0,1
1080,2,0.5,0,0,0,1,0,0,1
1081,2,0.425,1,0,0,1,0,0,1
1082,1,0.37351422084130015,0,0,0,1,0,0,1
1083,3,0.14375,1,1,0,1,0,0,1
1084,2,0.7625,0,0,0,1,0,1,0
1085,2,0.1,0,2,0,1,0,0,1
1086,3,0.4125,0,0,0,1,0,0,1
1087,1,0.075,0,2,0,1,1,0,0
1088,3,0.225,0,0,1,0,0,0,1
1089,2,0.2875,0,0,0,1,0,0,1
1090,3,0.37351422084130015,0,0,1,0,0,0,1
1091,3,0.37351422084130015,0,0,1,0,0,1,0
1092,3,0.004125,0,2,0,1,0,0,1
1093,1,0.5875,1,0,0,1,1,0,0
1094,2,0.1,1,1,1,0,0,0,1
1095,2,0.3125,0,0,0,1,0,0,1
1096,1,0.37351422084130015,0,0,0,1,1,0,0
1097,3,0.4375,0,0,1,0,0,1,0
1098,2,0.3,0,0,0,1,0,0,1
1099,1,0.4125,0,0,1,0,1,0,0
1100,3,0.3125,0,0,0,1,0,0,1
1101,3,0.4,0,0,0,1,0,0,1
1102,3,0.37351422084130015,0,0,0,1,0,0,1
1103,2,0.2125,0,0,0,1,0,0,1
1104,2,0.75,1,0,1,0,0,0,1
1105,3,0.475,4,2,1,0,0,0,1
1106,1,0.525,0,0,0,1,0,0,1
1107,3,0.37351422084130015,0,0,1,0,0,1,0
1108,1,0.7125,1,1,0,1,0,0,1
1109,1,0.625,1,1,1,0,1,0,0
1110,3,0.37351422084130015,0,0,0,1,0,0,1
1111,2,0.375,1,0,1,0,1,0,0
1112,3,0.2625,0,0,0,1,0,0,1
1113,2,0.275,0,0,1,0,0,0,1
1114,3,0.2625,0,0,0,1,0,0,1
1115,1,0.6625,0,0,1,0,1,0,0
1116,3,0.37351422084130015,0,2,1,0,1,0,0
1117,3,0.2875,0,0,0,1,0,0,1
1118,3,0.37351422084130015,0,0,1,0,0,1,0
1119,3,0.50625,0,0,0,1,0,0,1
1120,2,0.45,0,0,0,1,0,0,1
1121,2,0.175,0,0,0,1,0,0,1
1122,1,0.2625,0,0,1,0,0,0,1
1123,3,0.2625,1,0,0,1,0,0,1
1124,3,0.37351422084130015,0,0,0,1,0,1,0
1125,1,0.4875,1,0,0,1,1,0,0
1126,3,0.25,0,0,0,1,0,0,1
1127,1,0.8,1,0,0,1,1,0,0
1128,3,0.25,0,0,0,1,1,0,0
1129,2,0.225,1,1,1,0,0,0,1
1130,1,0.6,1,0,1,0,1,0,0
1131,1,0.6875,0,0,1,0,1,0,0
1132,2,0.5625,0,2,1,0,0,0,1
1133,1,0.5625,1,1,0,1,1,0,0
1134,3,0.37351422084130015,0,0,0,1,0,0,1
1135,3,0.37351422084130015,1,2,0,1,0,0,1
1136,1,0.5125,1,0,0,1,0,0,1
1137,2,0.275,0,0,1,0,0,0,1
1138,2,0.525,1,1,0,1,0,0,1
1139,2,0.3625,1,0,1,0,0,0,1
1140,3,0.37351422084130015,1,0,1,0,1,0,0
1141,2,0.0115,1,2,1,0,0,0,1
1142,3,0.25,0,0,0,1,0,0,1
1143,1,0.3375,1,0,0,1,1,0,0
1144,3,0.3,0,0,0,1,0,0,1
1145,3,0.40625,0,0,0,1,0,0,1
1146,3,0.37351422084130015,0,0,0,1,0,0,1
1147,3,0.37351422084130015,0,0,0,1,0,1,0
1148,3,0.35,0,0,0,1,0,0,1
1149,2,0.2375,0,0,1,0,0,0,1
1150,3,0.2625,0,0,0,1,0,0,1
1151,3,0.45625,1,0,0,1,0,0,1
1152,3,0.2625,0,0,0,1,0,0,1
1153,2,0.3625,0,2,1,0,0,0,1
1154,3,0.0125,1,1,1,0,0,0,1
1155,2,0.375,0,0,0,1,1,0,0
1156,3,0.37351422084130015,0,0,0,1,0,0,1
1157,1,0.37351422084130015,0,0,0,1,0,0,1
1158,3,0.37351422084130015,0,0,0,1,0,0,1
1159,3,0.37351422084130015,0,0,1,0,0,0,1
1160,3,0.2125,0,0,0,1,0,0,1
1161,1,0.575,0,0,0,1,1,0,0
1162,3,0.37351422084130015,0,0,0,1,0,1,0
1163,1,0.325,1,0,1,0,1,0,0
1164,3,0.37351422084130015,1,0,1,0,0,1,0
1165,3,0.37351422084130015,0,0,0,1,1,0,0
1166,2,0.25,1,0,1,0,0,0,1
1167,2,0.35,0,0,0,1,0,0,1
1168,2,0.5,1,0,0,1,0,0,1
1169,2,0.375,1,0,0,1,0,0,1
1170,2,0.275,0,0,0,1,0,0,1
1171,3,0.2875,0,0,1,0,0,0,1
1172,3,0.009375,1,1,0,1,0,0,1
1173,3,0.37351422084130015,0,0,1,0,0,1,0
1174,3,0.1125,1,1,1,0,1,0,0
1175,3,0.025,1,1,1,0,0,0,1
1176,3,0.45,0,0,0,1,0,0,1
1177,3,0.37351422084130015,0,0,0,1,0,0,1
1178,1,0.3,1,0,0,1,0,0,1
1179,3,0.37351422084130015,0,0,0,1,1,0,0
